Steps,Total,Answered,Expired,ExpiredPercentage,PercentageExpired1,PercentageExpired2,PercentageExpired3,PercentageExpired4,Expired1Percentage,Expired2Percentage,Expired3Percentage,Expired4Percentage,MRT,MRT1,MRT2,MRT3,MRT4,Help
100.0,80.02,73.14,6.88,8.4206,15.528000000000002,17.2884,28.307199999999998,36.87519999999999,4.455599999999999,5.508399999999998,9.6314,18.669199999999996,8.261999999999999,7.8576000000000015,8.298200000000003,8.561200000000001,8.647999999999998,[7.54 4.   5.92 6.24 5.7  7.  ]
